EVENT_ID,EPISODE_ID,EVENT_STATE,EVENT_COUNTY,EVENT_TYPE,EVENT_YEAR,EVENT_FIPS,COUNTY_FIPS,COUNTY_NAME,COUNTY_STATE,DISTANCE_KM,CZ_TYPE,VOTING_YEAR,reg_voters,ballots_cast,cvap,reg_voters_pct,voter_turnout_pct,reg_voter_turnout_pct,pres_dem_votes,pres_rep_votes,sen_dem_votes,sen_rep_votes,pres_dem_ratio,pres_rep_ratio,sen_dem_ratio,sen_rep_ratio,partisan_index_dem,partisan_index_rep
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08069,Larimer County County,CO,112.29087854252076,Z,2014,235913.0,148123.0,254900.0,0.925512,0.5811024,0.6278713,,,68659.0,69198.0,,,0.4980451,0.5019549,0.525717,0.474283
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08069,Larimer County County,CO,112.29087854252076,Z,2016,255689.0,202248.0,254900.0,0.98,0.7934406,0.7909922,93113.0,83430.0,95789.0,86101.0,0.5274239,0.4725761,0.5266315,0.4733685,0.518228,0.481772
136720,23400,COLORADO,UPPER YAMPA RIVER BASIN,Winter Storm,2008,08005,08069,Larimer County County,CO,112.29087854252076,Z,2018,265458.0,183785.0,254900.0,0.98,0.7210082,0.6923317,,,,,,,,,0.518228,0.481772
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08093,Park County County,CO,0.0,Z,2004,12716.0,8699.0,11756.0,0.98,0.7399626,0.6840988,3445.0,4781.0,3696.0,4330.0,0.4187941,0.5812059,0.4605034,0.5394967,,
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08093,Park County County,CO,0.0,Z,2006,12750.0,6903.0,12139.0,0.98,0.568663,0.5414118,,,,,,,,,0.416941,0.583059
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08093,Park County County,CO,0.0,Z,2008,12492.0,9493.0,12905.0,0.9679969,0.7356064,0.7599264,4250.0,4896.0,,,0.464684,0.535316,,,0.452166,0.547834
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08093,Park County County,CO,0.0,Z,2010,12172.0,7694.0,12905.0,0.9432003,0.596203,0.6321065,,,,,,,,,0.452166,0.547834
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08093,Park County County,CO,0.0,Z,2012,13064.0,9551.0,12905.0,0.98,0.7401007,0.7310931,3862.0,5236.0,,,0.4244889,0.5755111,,,0.444586,0.555414
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08093,Park County County,CO,0.0,Z,2014,13016.0,8138.0,13785.0,0.9442147,0.5903518,0.6252305,,,2827.0,4673.0,,,0.3769333,0.6230667,0.422035,0.577965
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08093,Park County County,CO,0.0,Z,2016,15339.0,14530.0,13785.0,0.98,0.98,0.9472587,3421.0,6135.0,3722.0,5937.0,0.357995,0.642005,0.3853401,0.6146599,0.39103,0.60897
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08093,Park County County,CO,0.0,Z,2018,14978.0,9690.0,13785.0,0.98,0.702938,0.6469489,,,,,,,,,0.39103,0.60897
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08119,Teller County County,CO,53.53870504961203,Z,2004,16718.0,11907.0,16390.0,0.98,0.7264796,0.7122263,3556.0,8094.0,3740.0,7617.0,0.305236,0.694764,0.3293123,0.6706877,,
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08119,Teller County County,CO,53.53870504961203,Z,2006,16837.0,8842.0,17025.0,0.98,0.5193539,0.5251529,,,,,,,,,0.307656,0.692344
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08119,Teller County County,CO,53.53870504961203,Z,2008,17630.0,12972.0,18295.0,0.9636513,0.7090462,0.7357913,4513.0,8146.0,,,0.3565052,0.6434947,,,0.33689,0.66311
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08119,Teller County County,CO,53.53870504961203,Z,2010,18504.0,9986.0,18295.0,0.98,0.5458322,0.5396671,,,,,,,,,0.33689,0.66311
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08119,Teller County County,CO,53.53870504961203,Z,2012,19947.0,13518.0,18295.0,0.98,0.7388904,0.6776959,4333.0,8702.0,,,0.3324127,0.6675873,,,0.344459,0.655541
136721,23400,COLORADO,ELKHEAD AND PARK MOUNTAINS,Winter Storm,2008,08004,08119,Teller County County,CO,53.53870504961203,Z,2014,17692.0,11503.0,19160.0,0.923382,0.6003653,0.6501809,,,3158.0,7337.0,,,0.3009052,0.6990948,0.329941,0.670059
